"No.","Time","Source","Destination","Protocol","Length","Info"
"739","26.298837219","172.16.0.59","172.16.0.58","SCTP","78","DATA (TSN=26) "
"740","26.298837437","172.16.0.59","172.16.0.58","SCTP","78","DATA (TSN=26) (retransmission) "
"741","26.299194520","172.16.0.58","172.16.0.59","SCTP","110","SACK (Ack=26, Arwnd=106496) DATA (TSN=26) "
"742","26.299194635","172.16.0.58","172.16.0.59","SCTP","110","SACK (Ack=26, Arwnd=106496) DATA (TSN=26) (retransmission) "
"743","26.379104523","Cisco_2b:6f:e6","Cisco_ab:5c:2e","LOOP","64","Unknown function (256)"
"744","26.379104788","Cisco_2b:6f:e6","Cisco_ab:5c:2e","LOOP","64","Unknown function (256)"
"745","26.390150206","Cisco_2b:70:16","Cisco_ab:5c:2e","LOOP","60","Unknown function (256)"
"746","26.390150387","Cisco_2b:70:16","Cisco_ab:5c:2e","LOOP","60","Unknown function (256)"
"747","26.503388167","172.16.0.59","172.16.0.58","SCTP","62","SACK (Ack=26, Arwnd=106496) "
"748","26.503388322","172.16.0.59","172.16.0.58","SCTP","62","SACK (Ack=26, Arwnd=106496) "
"749","26.549974904","VMware_45:3c:fc","Broadcast","ARP","60","Who has 172.16.0.94? Tell 172.16.0.100"
"750","26.549975185","VMware_45:3c:fc","Broadcast","ARP","60","Who has 172.16.0.94? Tell 172.16.0.100"
"751","26.686040261","Cisco_2b:6c:05","Cisco_ab:5c:2e","LOOP","60","Unknown function (256)"
"752","26.686040596","Cisco_2b:6c:05","Cisco_ab:5c:2e","LOOP","60","Unknown function (256)"
"753","26.731176704","Netgear_75:fa:7a","Broadcast","LOOP","60","No valid function found"
"754","26.731176907","Netgear_75:fa:7a","Broadcast","LOOP","60","No valid function found"
"755","26.743806243","JuniperN_c6:6b:c1","Broadcast","ARP","60","Who has 172.16.0.1? Tell 172.16.10.209"
"756","26.743806460","JuniperN_c6:6b:c1","Broadcast","ARP","60","Who has 172.16.0.1? Tell 172.16.10.209"
"757","26.828248144","172.16.0.142","224.0.0.251","MDNS","78","Standard query 0x0000 ANY AB1-209-R1S5.local, ""QM"" question"
"758","26.828248373","172.16.0.142","224.0.0.251","MDNS","78","Standard query 0x0000 ANY AB1-209-R1S5.local, ""QM"" question"
"759","26.828931527","172.16.0.142","224.0.0.252","LLMNR","72","Standard query 0x8c6a ANY AB1-209-R1S5"
"760","26.828931706","172.16.0.142","224.0.0.252","LLMNR","72","Standard query 0x8c6a ANY AB1-209-R1S5"
"761","26.858767390","Netgear_75:f9:f3","Broadcast","LOOP","60","No valid function found"
"762","26.858767550","Netgear_75:f9:f3","Broadcast","LOOP","60","No valid function found"
"763","27.050359018","172.16.0.58","172.16.0.59","SCTP","78","DATA (TSN=27) "
"764","27.050359190","172.16.0.58","172.16.0.59","SCTP","78","DATA (TSN=27) (retransmission) "
"765","27.050772400","172.16.0.59","172.16.0.58","SCTP","110","SACK (Ack=27, Arwnd=106496) DATA (TSN=27) "
"766","27.050772575","172.16.0.59","172.16.0.58","SCTP","110","SACK (Ack=27, Arwnd=106496) DATA (TSN=27) (retransmission) "
"767","27.252536673","172.16.0.58","172.16.0.59","SCTP","62","SACK (Ack=27, Arwnd=106496) "
"768","27.252537042","172.16.0.58","172.16.0.59","SCTP","62","SACK (Ack=27, Arwnd=106496) "
"769","27.265227207","Netgear_16:1a:25","Spanning-tree-(for-bridges)_00","STP","60","RST. Root = 32768/0/00:09:7c:2d:d6:40  Cost = 225008  Port = 0x8001"
"770","27.265583054","Netgear_16:1a:25","Spanning-tree-(for-bridges)_00","STP","60","RST. Root = 32768/0/00:09:7c:2d:d6:40  Cost = 225008  Port = 0x8002"
"771","27.300770033","172.16.0.59","172.16.0.58","SCTP","70","DATA (TSN=27) "
"772","27.300770210","172.16.0.59","172.16.0.58","SCTP","70","DATA (TSN=27) (retransmission) "
"773","27.301097863","172.16.0.58","172.16.0.59","SCTP","110","SACK (Ack=27, Arwnd=106496) DATA (TSN=27) "
"774","27.301097976","172.16.0.58","172.16.0.59","SCTP","110","SACK (Ack=27, Arwnd=106496) DATA (TSN=27) (retransmission) "
"775","27.378944078","Cisco_2b:6f:e6","Cisco_ab:5c:2e","LOOP","64","Unknown function (256)"
"776","27.378944292","Cisco_2b:6f:e6","Cisco_ab:5c:2e","LOOP","64","Unknown function (256)"
"777","27.389966316","Cisco_2b:70:16","Cisco_ab:5c:2e","LOOP","60","Unknown function (256)"
"778","27.389966510","Cisco_2b:70:16","Cisco_ab:5c:2e","LOOP","60","Unknown function (256)"
"779","27.503405314","172.16.0.59","172.16.0.58","SCTP","62","SACK (Ack=27, Arwnd=106496) "
"780","27.503405514","172.16.0.59","172.16.0.58","SCTP","62","SACK (Ack=27, Arwnd=106496) "
"781","27.685838341","Cisco_2b:6c:05","Cisco_ab:5c:2e","LOOP","60","Unknown function (256)"
"782","27.685838714","Cisco_2b:6c:05","Cisco_ab:5c:2e","LOOP","60","Unknown function (256)"
"783","28.052308770","172.16.0.58","172.16.0.59","SCTP","78","DATA (TSN=28) "
"784","28.052309039","172.16.0.58","172.16.0.59","SCTP","78","DATA (TSN=28) (retransmission) "
"785","28.052644449","172.16.0.59","172.16.0.58","SCTP","110","SACK (Ack=28, Arwnd=106496) DATA (TSN=28) "
"786","28.052644554","172.16.0.59","172.16.0.58","SCTP","110","SACK (Ack=28, Arwnd=106496) DATA (TSN=28) (retransmission) "
"787","28.256542358","172.16.0.58","172.16.0.59","SCTP","62","SACK (Ack=28, Arwnd=106496) "
"788","28.256542718","172.16.0.58","172.16.0.59","SCTP","62","SACK (Ack=28, Arwnd=106496) "
"789","28.302562073","172.16.0.59","172.16.0.58","SCTP","70","DATA (TSN=28) "
"790","28.302562251","172.16.0.59","172.16.0.58","SCTP","70","DATA (TSN=28) (retransmission) "
"791","28.302962980","172.16.0.58","172.16.0.59","SCTP","110","SACK (Ack=28, Arwnd=106496) DATA (TSN=28) "
"792","28.302963159","172.16.0.58","172.16.0.59","SCTP","110","SACK (Ack=28, Arwnd=106496) DATA (TSN=28) (retransmission) "
"793","28.377184251","Cisco_2b:6f:e6","Cisco_ab:5c:2e","LOOP","64","Unknown function (256)"
"794","28.377184454","Cisco_2b:6f:e6","Cisco_ab:5c:2e","LOOP","64","Unknown function (256)"
"795","28.391351083","Cisco_2b:70:16","Cisco_ab:5c:2e","LOOP","60","Unknown function (256)"
"796","28.391351285","Cisco_2b:70:16","Cisco_ab:5c:2e","LOOP","60","Unknown function (256)"
"797","28.503380481","172.16.0.59","172.16.0.58","SCTP","62","SACK (Ack=28, Arwnd=106496) "
"798","28.503380642","172.16.0.59","172.16.0.58","SCTP","62","SACK (Ack=28, Arwnd=106496) "
"799","28.686898063","Cisco_2b:6c:05","Cisco_ab:5c:2e","LOOP","60","Unknown function (256)"
"800","28.686898343","Cisco_2b:6c:05","Cisco_ab:5c:2e","LOOP","60","Unknown function (256)"
"801","28.742646577","Netgear_75:fa:7a","Broadcast","LOOP","60","No valid function found"
"802","28.742646762","Netgear_75:fa:7a","Broadcast","LOOP","60","No valid function found"
"803","28.870163736","Netgear_75:f9:f3","Broadcast","LOOP","60","No valid function found"
"804","28.870163944","Netgear_75:f9:f3","Broadcast","LOOP","60","No valid function found"
"805","29.054125351","172.16.0.58","172.16.0.59","SCTP","74","DATA (TSN=29) "
"806","29.054125529","172.16.0.58","172.16.0.59","SCTP","74","DATA (TSN=29) (retransmission) "
"807","29.054499757","172.16.0.59","172.16.0.58","SCTP","110","SACK (Ack=29, Arwnd=106496) DATA (TSN=29) "
"808","29.054499851","172.16.0.59","172.16.0.58","SCTP","110","SACK (Ack=29, Arwnd=106496) DATA (TSN=29) (retransmission) "
"809","29.256532965","172.16.0.58","172.16.0.59","SCTP","62","SACK (Ack=29, Arwnd=106496) "
"810","29.256533319","172.16.0.58","172.16.0.59","SCTP","62","SACK (Ack=29, Arwnd=106496) "
"811","29.265171169","Netgear_16:1a:25","Spanning-tree-(for-bridges)_00","STP","60","RST. Root = 32768/0/00:09:7c:2d:d6:40  Cost = 225008  Port = 0x8001"
"812","29.265556280","Netgear_16:1a:25","Spanning-tree-(for-bridges)_00","STP","60","RST. Root = 32768/0/00:09:7c:2d:d6:40  Cost = 225008  Port = 0x8002"
"813","29.303557116","172.16.0.59","172.16.0.58","SCTP","74","DATA (TSN=29) "
"814","29.303557294","172.16.0.59","172.16.0.58","SCTP","74","DATA (TSN=29) (retransmission) "
"815","29.303912822","172.16.0.58","172.16.0.59","SCTP","110","SACK (Ack=29, Arwnd=106496) DATA (TSN=29) "
"816","29.303912926","172.16.0.58","172.16.0.59","SCTP","110","SACK (Ack=29, Arwnd=106496) DATA (TSN=29) (retransmission) "
"817","29.378551041","Cisco_2b:6f:e6","Cisco_ab:5c:2e","LOOP","64","Unknown function (256)"
"818","29.378551264","Cisco_2b:6f:e6","Cisco_ab:5c:2e","LOOP","64","Unknown function (256)"
"819","29.391101384","Cisco_2b:70:16","Cisco_ab:5c:2e","LOOP","60","Unknown function (256)"
"820","29.391101572","Cisco_2b:70:16","Cisco_ab:5c:2e","LOOP","60","Unknown function (256)"
"821","29.507381704","172.16.0.59","172.16.0.58","SCTP","62","SACK (Ack=29, Arwnd=106496) "
"822","29.507381915","172.16.0.59","172.16.0.58","SCTP","62","SACK (Ack=29, Arwnd=106496) "
"823","29.685340231","Cisco_2b:6c:05","Cisco_ab:5c:2e","LOOP","60","Unknown function (256)"
"824","29.685340406","Cisco_2b:6c:05","Cisco_ab:5c:2e","LOOP","60","Unknown function (256)"
"825","30.056065221","172.16.0.58","172.16.0.59","SCTP","70","DATA (TSN=30) "
"826","30.056065848","172.16.0.58","172.16.0.59","SCTP","70","DATA (TSN=30) (retransmission) "
"827","30.056451677","172.16.0.59","172.16.0.58","SCTP","110","SACK (Ack=30, Arwnd=106496) DATA (TSN=30) "
"828","30.056451854","172.16.0.59","172.16.0.58","SCTP","110","SACK (Ack=30, Arwnd=106496) DATA (TSN=30) (retransmission) "
"829","30.088510238","Dell_a9:6c:aa","JuniperN_e0:bf:e0","ARP","60","Who has 172.16.0.1? Tell 172.16.0.58"
"830","30.089619169","JuniperN_e0:bf:e0","Dell_a9:6c:aa","ARP","60","172.16.0.1 is at 0c:86:10:e0:bf:e0"
"831","30.260517810","172.16.0.58","172.16.0.59","SCTP","62","SACK (Ack=30, Arwnd=106496) "
"832","30.260518073","172.16.0.58","172.16.0.59","SCTP","62","SACK (Ack=30, Arwnd=106496) "
"833","30.305497073","172.16.0.59","172.16.0.58","SCTP","78","DATA (TSN=30) "
"834","30.305497323","172.16.0.59","172.16.0.58","SCTP","78","DATA (TSN=30) (retransmission) "
"835","30.305882156","172.16.0.58","172.16.0.59","SCTP","110","SACK (Ack=30, Arwnd=106496) DATA (TSN=30) "
"836","30.305882323","172.16.0.58","172.16.0.59","SCTP","110","SACK (Ack=30, Arwnd=106496) DATA (TSN=30) (retransmission) "
"837","30.390456247","Cisco_2b:6f:e6","Cisco_ab:5c:2e","LOOP","64","Unknown function (256)"
"838","30.390456440","Cisco_2b:6f:e6","Cisco_ab:5c:2e","LOOP","64","Unknown function (256)"
"839","30.396833407","Cisco_2b:70:16","Cisco_ab:5c:2e","LOOP","60","Unknown function (256)"
"840","30.396833583","Cisco_2b:70:16","Cisco_ab:5c:2e","LOOP","60","Unknown function (256)"
"841","30.507398662","172.16.0.59","172.16.0.58","SCTP","62","SACK (Ack=30, Arwnd=106496) "
"842","30.507398836","172.16.0.59","172.16.0.58","SCTP","62","SACK (Ack=30, Arwnd=106496) "
"843","30.601316988","Dell_50:03:f5","Broadcast","ARP","60","Who has 172.16.0.140? Tell 172.16.0.113"
"844","30.601317175","Dell_50:03:f5","Broadcast","ARP","60","Who has 172.16.0.140? Tell 172.16.0.113"
"845","30.685240455","Cisco_2b:6c:05","Cisco_ab:5c:2e","LOOP","60","Unknown function (256)"
"846","30.685240664","Cisco_2b:6c:05","Cisco_ab:5c:2e","LOOP","60","Unknown function (256)"
"847","30.754467757","Netgear_75:fa:7a","Broadcast","LOOP","60","No valid function found"
"848","30.754468042","Netgear_75:fa:7a","Broadcast","LOOP","60","No valid function found"
"849","30.881884094","Netgear_75:f9:f3","Broadcast","LOOP","60","No valid function found"
"850","30.881884375","Netgear_75:f9:f3","Broadcast","LOOP","60","No valid function found"
"851","30.957737517","Dell_50:03:f5","Broadcast","ARP","60","Who has 172.16.0.169? Tell 172.16.0.113"
"852","30.957737693","Dell_50:03:f5","Broadcast","ARP","60","Who has 172.16.0.169? Tell 172.16.0.113"
"853","31.057905636","172.16.0.58","172.16.0.59","SCTP","78","DATA (TSN=31) "
"854","31.057905807","172.16.0.58","172.16.0.59","SCTP","78","DATA (TSN=31) (retransmission) "
"855","31.058239806","172.16.0.59","172.16.0.58","SCTP","110","SACK (Ack=31, Arwnd=106496) DATA (TSN=31) "
"856","31.058239879","172.16.0.59","172.16.0.58","SCTP","110","SACK (Ack=31, Arwnd=106496) DATA (TSN=31) (retransmission) "
"857","31.260532349","172.16.0.58","172.16.0.59","SCTP","62","SACK (Ack=31, Arwnd=106496) "
"858","31.260532597","172.16.0.58","172.16.0.59","SCTP","62","SACK (Ack=31, Arwnd=106496) "
"859","31.265146894","Netgear_16:1a:25","Spanning-tree-(for-bridges)_00","STP","60","RST. Root = 32768/0/00:09:7c:2d:d6:40  Cost = 225008  Port = 0x8001"
"860","31.265533499","Netgear_16:1a:25","Spanning-tree-(for-bridges)_00","STP","60","RST. Root = 32768/0/00:09:7c:2d:d6:40  Cost = 225008  Port = 0x8002"
"861","31.307351080","172.16.0.59","172.16.0.58","SCTP","82","DATA (TSN=31) "
"862","31.307351328","172.16.0.59","172.16.0.58","SCTP","82","DATA (TSN=31) (retransmission) "
"863","31.307712864","172.16.0.58","172.16.0.59","SCTP","110","SACK (Ack=31, Arwnd=106496) DATA (TSN=31) "
"864","31.307712971","172.16.0.58","172.16.0.59","SCTP","110","SACK (Ack=31, Arwnd=106496) DATA (TSN=31) (retransmission) "
"865","31.315195713","Dell_50:02:44","Broadcast","ARP","60","Who has 172.16.0.143? Tell 172.16.0.124"
"866","31.315195881","Dell_50:02:44","Broadcast","ARP","60","Who has 172.16.0.143? Tell 172.16.0.124"
"867","31.383552692","Cisco_2b:6f:e6","Cisco_ab:5c:2e","LOOP","64","Unknown function (256)"
"868","31.383552881","Cisco_2b:6f:e6","Cisco_ab:5c:2e","LOOP","64","Unknown function (256)"
"869","31.396210128","Cisco_2b:70:16","Cisco_ab:5c:2e","LOOP","60","Unknown function (256)"
"870","31.396210329","Cisco_2b:70:16","Cisco_ab:5c:2e","LOOP","60","Unknown function (256)"
"871","31.452096545","Dell_51:44:0f","Broadcast","ARP","60","Who has 172.16.0.135? Tell 172.16.0.139"
"872","31.452096735","Dell_51:44:0f","Broadcast","ARP","60","Who has 172.16.0.135? Tell 172.16.0.139"
"873","31.511392242","172.16.0.59","172.16.0.58","SCTP","62","SACK (Ack=31, Arwnd=106496) "
"874","31.511392433","172.16.0.59","172.16.0.58","SCTP","62","SACK (Ack=31, Arwnd=106496) "
"875","31.601288049","Cisco_75:41:86","CDP/VTP/DTP/PAgP/UDLD","CDP","292","Device ID: JAE1013Z38K  Port ID: 2/41  "
"876","31.601288257","Cisco_75:41:86","CDP/VTP/DTP/PAgP/UDLD","CDP","292","Device ID: JAE1013Z38K  Port ID: 2/41  "
"877","31.687759134","Cisco_2b:6c:05","Cisco_ab:5c:2e","LOOP","60","Unknown function (256)"
"878","31.687759361","Cisco_2b:6c:05","Cisco_ab:5c:2e","LOOP","60","Unknown function (256)"
"879","31.941406442","VMware_45:3c:fc","Broadcast","ARP","60","Who has 172.16.0.70? Tell 172.16.0.100"
"880","31.941406705","VMware_45:3c:fc","Broadcast","ARP","60","Who has 172.16.0.70? Tell 172.16.0.100"
"881","32.059718940","172.16.0.58","172.16.0.59","SCTP","70","DATA (TSN=32) "
"882","32.059719293","172.16.0.58","172.16.0.59","SCTP","70","DATA (TSN=32) (retransmission) "
"883","32.060132341","172.16.0.59","172.16.0.58","SCTP","110","SACK (Ack=32, Arwnd=106496) DATA (TSN=32) "
"884","32.060132518","172.16.0.59","172.16.0.58","SCTP","110","SACK (Ack=32, Arwnd=106496) DATA (TSN=32) (retransmission) "
"885","32.138361613","JuniperN_c6:6b:c1","Broadcast","ARP","64","ARP Announcement for 172.16.10.209"
"886","32.138361811","JuniperN_c6:6b:c1","Broadcast","ARP","64","ARP Announcement for 172.16.10.209"
"887","32.193063292","VMware_45:3c:fc","Broadcast","ARP","60","Who has 172.16.0.98? Tell 172.16.0.100"
"888","32.193063494","VMware_45:3c:fc","Broadcast","ARP","60","Who has 172.16.0.98? Tell 172.16.0.100"
"889","32.260469180","172.16.0.58","172.16.0.59","SCTP","62","SACK (Ack=32, Arwnd=106496) "
"890","32.260469356","172.16.0.58","172.16.0.59","SCTP","62","SACK (Ack=32, Arwnd=106496) "
"891","32.309236819","172.16.0.59","172.16.0.58","SCTP","74","DATA (TSN=32) "
"892","32.309237105","172.16.0.59","172.16.0.58","SCTP","74","DATA (TSN=32) (retransmission) "
"893","32.309582504","172.16.0.58","172.16.0.59","SCTP","110","SACK (Ack=32, Arwnd=106496) DATA (TSN=32) "
"894","32.309582591","172.16.0.58","172.16.0.59","SCTP","110","SACK (Ack=32, Arwnd=106496) DATA (TSN=32) (retransmission) "
"895","32.381707792","Cisco_2b:6f:e6","Cisco_ab:5c:2e","LOOP","64","Unknown function (256)"
"896","32.381708000","Cisco_2b:6f:e6","Cisco_ab:5c:2e","LOOP","64","Unknown function (256)"
"897","32.413067478","Cisco_2b:70:16","Cisco_ab:5c:2e","LOOP","60","Unknown function (256)"
"898","32.413067658","Cisco_2b:70:16","Cisco_ab:5c:2e","LOOP","60","Unknown function (256)"
"899","32.511378053","172.16.0.59","172.16.0.58","SCTP","62","SACK (Ack=32, Arwnd=106496) "
"900","32.511378246","172.16.0.59","172.16.0.58","SCTP","62","SACK (Ack=32, Arwnd=106496) "
"901","32.686977419","Cisco_2b:6c:05","Cisco_ab:5c:2e","LOOP","60","Unknown function (256)"
"902","32.686977634","Cisco_2b:6c:05","Cisco_ab:5c:2e","LOOP","60","Unknown function (256)"
"903","32.766147250","Netgear_75:fa:7a","Broadcast","LOOP","60","No valid function found"
"904","32.766147457","Netgear_75:fa:7a","Broadcast","LOOP","60","No valid function found"
"905","32.883560449","Netgear_75:f9:f3","Broadcast","LOOP","60","No valid function found"
"906","32.883560698","Netgear_75:f9:f3","Broadcast","LOOP","60","No valid function found"
"907","33.061574371","172.16.0.58","172.16.0.59","SCTP","74","DATA (TSN=33) "
"908","33.061574546","172.16.0.58","172.16.0.59","SCTP","74","DATA (TSN=33) (retransmission) "
"909","33.061907986","172.16.0.59","172.16.0.58","SCTP","110","SACK (Ack=33, Arwnd=106496) DATA (TSN=33) "
"910","33.061908079","172.16.0.59","172.16.0.58","SCTP","110","SACK (Ack=33, Arwnd=106496) DATA (TSN=33) (retransmission) "
"911","33.138165726","JuniperN_c6:6b:c1","Broadcast","ARP","64","ARP Announcement for 172.16.10.209"
"912","33.138165861","JuniperN_c6:6b:c1","Broadcast","ARP","64","ARP Announcement for 172.16.10.209"
"913","33.264579371","172.16.0.58","172.16.0.59","SCTP","62","SACK (Ack=33, Arwnd=106496) "
"914","33.264579570","172.16.0.58","172.16.0.59","SCTP","62","SACK (Ack=33, Arwnd=106496) "
"915","33.265169835","Netgear_16:1a:25","Spanning-tree-(for-bridges)_00","STP","60","RST. Root = 32768/0/00:09:7c:2d:d6:40  Cost = 225008  Port = 0x8001"
"916","33.265587047","Netgear_16:1a:25","Spanning-tree-(for-bridges)_00","STP","60","RST. Root = 32768/0/00:09:7c:2d:d6:40  Cost = 225008  Port = 0x8002"
"917","33.311172295","172.16.0.59","172.16.0.58","SCTP","78","DATA (TSN=33) "
"918","33.311172468","172.16.0.59","172.16.0.58","SCTP","78","DATA (TSN=33) (retransmission) "
"919","33.311534548","172.16.0.58","172.16.0.59","SCTP","110","SACK (Ack=33, Arwnd=106496) DATA (TSN=33) "
"920","33.311534649","172.16.0.58","172.16.0.59","SCTP","110","SACK (Ack=33, Arwnd=106496) DATA (TSN=33) (retransmission) "
"921","33.389357385","Cisco_2b:6f:e6","Cisco_ab:5c:2e","LOOP","64","Unknown function (256)"
"922","33.389357645","Cisco_2b:6f:e6","Cisco_ab:5c:2e","LOOP","64","Unknown function (256)"
"923","33.396613069","Cisco_2b:70:16","Cisco_ab:5c:2e","LOOP","60","Unknown function (256)"
"924","33.396613251","Cisco_2b:70:16","Cisco_ab:5c:2e","LOOP","60","Unknown function (256)"
"925","33.515387820","172.16.0.59","172.16.0.58","SCTP","62","SACK (Ack=33, Arwnd=106496) "
"926","33.515388023","172.16.0.59","172.16.0.58","SCTP","62","SACK (Ack=33, Arwnd=106496) "
"927","33.692840582","Cisco_2b:6c:05","Cisco_ab:5c:2e","LOOP","60","Unknown function (256)"
"928","33.692840789","Cisco_2b:6c:05","Cisco_ab:5c:2e","LOOP","60","Unknown function (256)"
"929","34.063443341","172.16.0.58","172.16.0.59","SCTP","78","DATA (TSN=34) "
"930","34.063443610","172.16.0.58","172.16.0.59","SCTP","78","DATA (TSN=34) (retransmission) "
"931","34.063852492","172.16.0.59","172.16.0.58","SCTP","110","SACK (Ack=34, Arwnd=106496) DATA (TSN=34) "
"932","34.063852665","172.16.0.59","172.16.0.58","SCTP","110","SACK (Ack=34, Arwnd=106496) DATA (TSN=34) (retransmission) "
"933","34.139094355","JuniperN_c6:6b:c1","Broadcast","ARP","64","ARP Announcement for 172.16.10.209"
"934","34.139094554","JuniperN_c6:6b:c1","Broadcast","ARP","64","ARP Announcement for 172.16.10.209"
"935","34.264474188","172.16.0.58","172.16.0.59","SCTP","62","SACK (Ack=34, Arwnd=106496) "
"936","34.264474380","172.16.0.58","172.16.0.59","SCTP","62","SACK (Ack=34, Arwnd=106496) "
"937","34.313119051","172.16.0.59","172.16.0.58","SCTP","82","DATA (TSN=34) "
"938","34.313119231","172.16.0.59","172.16.0.58","SCTP","82","DATA (TSN=34) (retransmission) "
"939","34.313487013","172.16.0.58","172.16.0.59","SCTP","110","SACK (Ack=34, Arwnd=106496) DATA (TSN=34) "
"940","34.313487193","172.16.0.58","172.16.0.59","SCTP","110","SACK (Ack=34, Arwnd=106496) DATA (TSN=34) (retransmission) "
"941","34.325225819","Netgear_16:1a:25","LLDP_Multicast","LLDP","142","MA/08:36:c9:16:1a:24 IN/xg1 120 SysN= SysD=XS748T ProSAFE 48-Port 10-Gigabit Smart Managed Switch "
"942","34.380862510","Cisco_2b:6f:e6","Cisco_ab:5c:2e","LOOP","64","Unknown function (256)"
"943","34.380862811","Cisco_2b:6f:e6","Cisco_ab:5c:2e","LOOP","64","Unknown function (256)"
"944","34.390306078","Cisco_2b:70:16","Cisco_ab:5c:2e","LOOP","60","Unknown function (256)"
"945","34.390306250","Cisco_2b:70:16","Cisco_ab:5c:2e","LOOP","60","Unknown function (256)"
"946","34.515397227","172.16.0.59","172.16.0.58","SCTP","62","SACK (Ack=34, Arwnd=106496) "
"947","34.515397399","172.16.0.59","172.16.0.58","SCTP","62","SACK (Ack=34, Arwnd=106496) "
"948","34.594217910","172.16.0.50","239.255.255.250","SSDP","218","M-SEARCH * HTTP/1.1 "
"949","34.594218126","172.16.0.50","239.255.255.250","SSDP","218","M-SEARCH * HTTP/1.1 "
"950","34.690761173","Cisco_2b:6c:05","Cisco_ab:5c:2e","LOOP","60","Unknown function (256)"
"951","34.690761350","Cisco_2b:6c:05","Cisco_ab:5c:2e","LOOP","60","Unknown function (256)"
"952","34.767763450","Netgear_75:fa:7a","Broadcast","LOOP","60","No valid function found"
"953","34.767763643","Netgear_75:fa:7a","Broadcast","LOOP","60","No valid function found"
"954","34.895301876","Netgear_75:f9:f3","Broadcast","LOOP","60","No valid function found"
"955","34.895302167","Netgear_75:f9:f3","Broadcast","LOOP","60","No valid function found"
"956","35.063613364","JuniperN_c6:4e:81","Broadcast","ARP","60","Who has 172.16.0.1? Tell 172.16.10.211"
"957","35.063613534","JuniperN_c6:4e:81","Broadcast","ARP","60","Who has 172.16.0.1? Tell 172.16.10.211"
"958","35.065367691","172.16.0.58","172.16.0.59","SCTP","82","DATA (TSN=35) "
"959","35.065367864","172.16.0.58","172.16.0.59","SCTP","82","DATA (TSN=35) (retransmission) "
"960","35.065696662","172.16.0.59","172.16.0.58","SCTP","110","SACK (Ack=35, Arwnd=106496) DATA (TSN=35) "
"961","35.065696781","172.16.0.59","172.16.0.58","SCTP","110","SACK (Ack=35, Arwnd=106496) DATA (TSN=35) (retransmission) "
"962","35.140045340","JuniperN_c6:6b:c1","Broadcast","ARP","64","ARP Announcement for 172.16.10.209"
"963","35.140045528","JuniperN_c6:6b:c1","Broadcast","ARP","64","ARP Announcement for 172.16.10.209"
"964","35.265263130","Netgear_16:1a:25","Spanning-tree-(for-bridges)_00","STP","60","RST. Root = 32768/0/00:09:7c:2d:d6:40  Cost = 225008  Port = 0x8001"
"965","35.265626949","Netgear_16:1a:25","Spanning-tree-(for-bridges)_00","STP","60","RST. Root = 32768/0/00:09:7c:2d:d6:40  Cost = 225008  Port = 0x8002"
"966","35.268561868","172.16.0.58","172.16.0.59","SCTP","62","SACK (Ack=35, Arwnd=106496) "
"967","35.268562070","172.16.0.58","172.16.0.59","SCTP","62","SACK (Ack=35, Arwnd=106496) "
"968","35.315017509","172.16.0.59","172.16.0.58","SCTP","78","DATA (TSN=35) "
"969","35.315017704","172.16.0.59","172.16.0.58","SCTP","78","DATA (TSN=35) (retransmission) "
"970","35.315428762","172.16.0.58","172.16.0.59","SCTP","110","SACK (Ack=35, Arwnd=106496) DATA (TSN=35) "
"971","35.315428938","172.16.0.58","172.16.0.59","SCTP","110","SACK (Ack=35, Arwnd=106496) DATA (TSN=35) (retransmission) "
"972","35.335603942","Dell_51:36:1f","Broadcast","ARP","60","Who has 172.16.0.115? Tell 172.16.0.126"
"973","35.335604141","Dell_51:36:1f","Broadcast","ARP","60","Who has 172.16.0.115? Tell 172.16.0.126"
"974","35.378995593","Cisco_2b:6f:e6","Cisco_ab:5c:2e","LOOP","64","Unknown function (256)"
"975","35.378995826","Cisco_2b:6f:e6","Cisco_ab:5c:2e","LOOP","64","Unknown function (256)"
"976","35.391605763","Cisco_2b:70:16","Cisco_ab:5c:2e","LOOP","60","Unknown function (256)"
"977","35.391605967","Cisco_2b:70:16","Cisco_ab:5c:2e","LOOP","60","Unknown function (256)"
"978","35.519339107","172.16.0.59","172.16.0.58","SCTP","62","SACK (Ack=35, Arwnd=106496) "
"979","35.519339366","172.16.0.59","172.16.0.58","SCTP","62","SACK (Ack=35, Arwnd=106496) "
"980","35.574377523","Dell_50:05:a6","Broadcast","ARP","60","Who has 172.16.0.123? Tell 172.16.0.122"
"981","35.574377694","Dell_50:05:a6","Broadcast","ARP","60","Who has 172.16.0.123? Tell 172.16.0.122"
"982","35.600708840","172.16.0.50","239.255.255.250","SSDP","218","M-SEARCH * HTTP/1.1 "
"983","35.600709049","172.16.0.50","239.255.255.250","SSDP","218","M-SEARCH * HTTP/1.1 "
"984","35.685728579","fe80::59f4:18d7:380a:d252","ff02::1:2","DHCPv6","169","Solicit XID: 0xb7f300 CID: 000100012b51f579a4bb6d51440f "
"985","35.685728788","fe80::59f4:18d7:380a:d252","ff02::1:2","DHCPv6","169","Solicit XID: 0xb7f300 CID: 000100012b51f579a4bb6d51440f "
"986","35.689598242","Cisco_2b:6c:05","Cisco_ab:5c:2e","LOOP","60","Unknown function (256)"
"987","35.689598419","Cisco_2b:6c:05","Cisco_ab:5c:2e","LOOP","60","Unknown function (256)"
