"No.","Time","Source","Destination","Protocol","Length","Info"
"988","35.852474055","Dell_50:03:f5","Broadcast","ARP","60","Who has 172.16.0.102? Tell 172.16.0.113"
"989","35.852474249","Dell_50:03:f5","Broadcast","ARP","60","Who has 172.16.0.102? Tell 172.16.0.113"
"990","36.067227522","172.16.0.58","172.16.0.59","SCTP","70","DATA (TSN=36) "
"991","36.067227806","172.16.0.58","172.16.0.59","SCTP","70","DATA (TSN=36) (retransmission) "
"992","36.067606050","172.16.0.59","172.16.0.58","SCTP","110","SACK (Ack=36, Arwnd=106496) DATA (TSN=36) "
"993","36.067606221","172.16.0.59","172.16.0.58","SCTP","110","SACK (Ack=36, Arwnd=106496) DATA (TSN=36) (retransmission) "
"994","36.140987230","JuniperN_c6:6b:c1","Broadcast","ARP","64","ARP Announcement for 172.16.10.209"
"995","36.140987416","JuniperN_c6:6b:c1","Broadcast","ARP","64","ARP Announcement for 172.16.10.209"
"996","36.223354357","Dell_50:03:f5","Broadcast","ARP","60","Who has 172.16.0.120? Tell 172.16.0.113"
"997","36.223354564","Dell_50:03:f5","Broadcast","ARP","60","Who has 172.16.0.120? Tell 172.16.0.113"
"998","36.268563167","172.16.0.58","172.16.0.59","SCTP","62","SACK (Ack=36, Arwnd=106496) "
"999","36.268563360","172.16.0.58","172.16.0.59","SCTP","62","SACK (Ack=36, Arwnd=106496) "
"1000","36.316992594","172.16.0.59","172.16.0.58","SCTP","78","DATA (TSN=36) "
"1001","36.316992795","172.16.0.59","172.16.0.58","SCTP","78","DATA (TSN=36) (retransmission) "
"1002","36.317377037","172.16.0.58","172.16.0.59","SCTP","110","SACK (Ack=36, Arwnd=106496) DATA (TSN=36) "
"1003","36.317377215","172.16.0.58","172.16.0.59","SCTP","110","SACK (Ack=36, Arwnd=106496) DATA (TSN=36) (retransmission) "
"1004","36.377019825","Cisco_2b:6f:e6","Cisco_ab:5c:2e","LOOP","64","Unknown function (256)"
"1005","36.377019999","Cisco_2b:6f:e6","Cisco_ab:5c:2e","LOOP","64","Unknown function (256)"
"1006","36.392171372","Cisco_2b:70:16","Cisco_ab:5c:2e","LOOP","60","Unknown function (256)"
"1007","36.392171544","Cisco_2b:70:16","Cisco_ab:5c:2e","LOOP","60","Unknown function (256)"
"1008","36.519406708","172.16.0.59","172.16.0.58","SCTP","62","SACK (Ack=36, Arwnd=106496) "
"1009","36.519406978","172.16.0.59","172.16.0.58","SCTP","62","SACK (Ack=36, Arwnd=106496) "
"1010","36.542015702","VMware_45:3c:fc","Broadcast","ARP","60","Who has 172.16.0.45? Tell 172.16.0.100"
"1011","36.542015889","VMware_45:3c:fc","Broadcast","ARP","60","Who has 172.16.0.45? Tell 172.16.0.100"
"1012","36.619087386","172.16.0.50","239.255.255.250","SSDP","218","M-SEARCH * HTTP/1.1 "
"1013","36.619087609","172.16.0.50","239.255.255.250","SSDP","218","M-SEARCH * HTTP/1.1 "
"1014","36.657648374","Dell_50:03:f5","Broadcast","ARP","60","Who has 172.16.0.103? Tell 172.16.0.113"
"1015","36.657648513","Dell_50:03:f5","Broadcast","ARP","60","Who has 172.16.0.103? Tell 172.16.0.113"
"1016","36.687722890","Cisco_2b:6c:05","Cisco_ab:5c:2e","LOOP","60","Unknown function (256)"
"1017","36.687723096","Cisco_2b:6c:05","Cisco_ab:5c:2e","LOOP","60","Unknown function (256)"
"1018","36.779284592","Netgear_75:fa:7a","Broadcast","LOOP","60","No valid function found"
"1019","36.779284782","Netgear_75:fa:7a","Broadcast","LOOP","60","No valid function found"
"1020","36.907280352","Netgear_75:f9:f3","Broadcast","LOOP","60","No valid function found"
"1021","36.907280548","Netgear_75:f9:f3","Broadcast","LOOP","60","No valid function found"
"1022","37.069114637","172.16.0.58","172.16.0.59","SCTP","78","DATA (TSN=37) "
"1023","37.069114987","172.16.0.58","172.16.0.59","SCTP","78","DATA (TSN=37) (retransmission) "
"1024","37.069493329","172.16.0.59","172.16.0.58","SCTP","110","SACK (Ack=37, Arwnd=106496) DATA (TSN=37) "
"1025","37.069493502","172.16.0.59","172.16.0.58","SCTP","110","SACK (Ack=37, Arwnd=106496) DATA (TSN=37) (retransmission) "
"1026","37.265126937","Netgear_16:1a:25","Spanning-tree-(for-bridges)_00","STP","60","RST. Root = 32768/0/00:09:7c:2d:d6:40  Cost = 225008  Port = 0x8001"
"1027","37.265479812","Netgear_16:1a:25","Spanning-tree-(for-bridges)_00","STP","60","RST. Root = 32768/0/00:09:7c:2d:d6:40  Cost = 225008  Port = 0x8002"
"1028","37.272595356","172.16.0.58","172.16.0.59","SCTP","62","SACK (Ack=37, Arwnd=106496) "
"1029","37.272595545","172.16.0.58","172.16.0.59","SCTP","62","SACK (Ack=37, Arwnd=106496) "
"1030","37.318833928","172.16.0.59","172.16.0.58","SCTP","74","DATA (TSN=37) "
"1031","37.318834129","172.16.0.59","172.16.0.58","SCTP","74","DATA (TSN=37) (retransmission) "
"1032","37.319257099","172.16.0.58","172.16.0.59","SCTP","110","SACK (Ack=37, Arwnd=106496) DATA (TSN=37) "
"1033","37.319257273","172.16.0.58","172.16.0.59","SCTP","110","SACK (Ack=37, Arwnd=106496) DATA (TSN=37) (retransmission) "
"1034","37.377876329","Cisco_2b:6f:e6","Cisco_ab:5c:2e","LOOP","64","Unknown function (256)"
"1035","37.377876499","Cisco_2b:6f:e6","Cisco_ab:5c:2e","LOOP","64","Unknown function (256)"
"1036","37.390532937","Cisco_2b:70:16","Cisco_ab:5c:2e","LOOP","60","Unknown function (256)"
"1037","37.390533133","Cisco_2b:70:16","Cisco_ab:5c:2e","LOOP","60","Unknown function (256)"
"1038","37.523330223","172.16.0.59","172.16.0.58","SCTP","62","SACK (Ack=37, Arwnd=106496) "
"1039","37.523330487","172.16.0.59","172.16.0.58","SCTP","62","SACK (Ack=37, Arwnd=106496) "
"1040","37.621899522","172.16.0.50","239.255.255.250","SSDP","218","M-SEARCH * HTTP/1.1 "
"1041","37.621899739","172.16.0.50","239.255.255.250","SSDP","218","M-SEARCH * HTTP/1.1 "
"1042","37.663698828","fe80::8087:648:515a:67aa","ff02::1:2","DHCPv6","169","Solicit XID: 0x53f3b8 CID: 00010001276e913ba4bb6d51361f "
"1043","37.663699037","fe80::8087:648:515a:67aa","ff02::1:2","DHCPv6","169","Solicit XID: 0x53f3b8 CID: 00010001276e913ba4bb6d51361f "
"1044","37.687769634","Cisco_2b:6c:05","Cisco_ab:5c:2e","LOOP","60","Unknown function (256)"
"1045","37.687769846","Cisco_2b:6c:05","Cisco_ab:5c:2e","LOOP","60","Unknown function (256)"
"1046","38.070966291","172.16.0.58","172.16.0.59","SCTP","78","DATA (TSN=38) "
"1047","38.070966540","172.16.0.58","172.16.0.59","SCTP","78","DATA (TSN=38) (retransmission) "
"1048","38.071447335","172.16.0.59","172.16.0.58","SCTP","110","SACK (Ack=38, Arwnd=106496) DATA (TSN=38) "
"1049","38.071447508","172.16.0.59","172.16.0.58","SCTP","110","SACK (Ack=38, Arwnd=106496) DATA (TSN=38) (retransmission) "
"1050","38.142024283","Dell_50:03:f5","Broadcast","ARP","60","Who has 172.16.0.82? Tell 172.16.0.113"
"1051","38.142024472","Dell_50:03:f5","Broadcast","ARP","60","Who has 172.16.0.82? Tell 172.16.0.113"
"1052","38.272562800","172.16.0.58","172.16.0.59","SCTP","62","SACK (Ack=38, Arwnd=106496) "
"1053","38.272563008","172.16.0.58","172.16.0.59","SCTP","62","SACK (Ack=38, Arwnd=106496) "
"1054","38.320770930","172.16.0.59","172.16.0.58","SCTP","74","DATA (TSN=38) "
"1055","38.320771125","172.16.0.59","172.16.0.58","SCTP","74","DATA (TSN=38) (retransmission) "
"1056","38.321102145","172.16.0.58","172.16.0.59","SCTP","110","SACK (Ack=38, Arwnd=106496) DATA (TSN=38) "
"1057","38.321102249","172.16.0.58","172.16.0.59","SCTP","110","SACK (Ack=38, Arwnd=106496) DATA (TSN=38) (retransmission) "
"1058","38.326334089","Dell_50:03:f5","Broadcast","ARP","60","Who has 172.16.0.72? Tell 172.16.0.113"
"1059","38.326334291","Dell_50:03:f5","Broadcast","ARP","60","Who has 172.16.0.72? Tell 172.16.0.113"
"1060","38.381366288","Cisco_2b:6f:e6","Cisco_ab:5c:2e","LOOP","64","Unknown function (256)"
"1061","38.381366500","Cisco_2b:6f:e6","Cisco_ab:5c:2e","LOOP","64","Unknown function (256)"
"1062","38.390814002","Cisco_2b:70:16","Cisco_ab:5c:2e","LOOP","60","Unknown function (256)"
"1063","38.390814220","Cisco_2b:70:16","Cisco_ab:5c:2e","LOOP","60","Unknown function (256)"
"1064","38.449409450","JuniperN_c6:95:41","Broadcast","ARP","60","Who has 172.16.0.1? Tell 172.16.10.210"
"1065","38.449409798","JuniperN_c6:95:41","Broadcast","ARP","60","Who has 172.16.0.1? Tell 172.16.10.210"
"1066","38.523375131","172.16.0.59","172.16.0.58","SCTP","62","SACK (Ack=38, Arwnd=106496) "
"1067","38.523375471","172.16.0.59","172.16.0.58","SCTP","62","SACK (Ack=38, Arwnd=106496) "
"1068","38.685697683","Cisco_2b:6c:05","Cisco_ab:5c:2e","LOOP","60","Unknown function (256)"
"1069","38.685697882","Cisco_2b:6c:05","Cisco_ab:5c:2e","LOOP","60","Unknown function (256)"
"1070","38.791099500","Netgear_75:fa:7a","Broadcast","LOOP","60","No valid function found"
"1071","38.791099693","Netgear_75:fa:7a","Broadcast","LOOP","60","No valid function found"
"1072","38.805058828","VMware_45:3c:fc","Broadcast","ARP","60","Who has 172.16.0.84? Tell 172.16.0.100"
"1073","38.805059009","VMware_45:3c:fc","Broadcast","ARP","60","Who has 172.16.0.84? Tell 172.16.0.100"
"1074","38.918746292","Netgear_75:f9:f3","Broadcast","LOOP","60","No valid function found"
"1075","38.918746494","Netgear_75:f9:f3","Broadcast","LOOP","60","No valid function found"
"1076","39.072911000","172.16.0.58","172.16.0.59","SCTP","74","DATA (TSN=39) "
"1077","39.072911262","172.16.0.58","172.16.0.59","SCTP","74","DATA (TSN=39) (retransmission) "
"1078","39.073239778","172.16.0.59","172.16.0.58","SCTP","110","SACK (Ack=39, Arwnd=106496) DATA (TSN=39) "
"1079","39.073239938","172.16.0.59","172.16.0.58","SCTP","110","SACK (Ack=39, Arwnd=106496) DATA (TSN=39) (retransmission) "
"1080","39.265117765","Netgear_16:1a:25","Spanning-tree-(for-bridges)_00","STP","60","RST. Root = 32768/0/00:09:7c:2d:d6:40  Cost = 225008  Port = 0x8001"
"1081","39.265519437","Netgear_16:1a:25","Spanning-tree-(for-bridges)_00","STP","60","RST. Root = 32768/0/00:09:7c:2d:d6:40  Cost = 225008  Port = 0x8002"
"1082","39.276580721","172.16.0.58","172.16.0.59","SCTP","62","SACK (Ack=39, Arwnd=106496) "
"1083","39.276580916","172.16.0.58","172.16.0.59","SCTP","62","SACK (Ack=39, Arwnd=106496) "
"1084","39.322678022","172.16.0.59","172.16.0.58","SCTP","78","DATA (TSN=39) "
"1085","39.322678256","172.16.0.59","172.16.0.58","SCTP","78","DATA (TSN=39) (retransmission) "
"1086","39.323111048","172.16.0.58","172.16.0.59","SCTP","110","SACK (Ack=39, Arwnd=106496) DATA (TSN=39) "
"1087","39.323111225","172.16.0.58","172.16.0.59","SCTP","110","SACK (Ack=39, Arwnd=106496) DATA (TSN=39) (retransmission) "
"1088","39.378038938","Cisco_2b:6f:e6","Cisco_ab:5c:2e","LOOP","64","Unknown function (256)"
"1089","39.378039155","Cisco_2b:6f:e6","Cisco_ab:5c:2e","LOOP","64","Unknown function (256)"
"1090","39.390626659","Cisco_2b:70:16","Cisco_ab:5c:2e","LOOP","60","Unknown function (256)"
"1091","39.390626844","Cisco_2b:70:16","Cisco_ab:5c:2e","LOOP","60","Unknown function (256)"
"1092","39.523369192","172.16.0.59","172.16.0.58","SCTP","62","SACK (Ack=39, Arwnd=106496) "
"1093","39.523369545","172.16.0.59","172.16.0.58","SCTP","62","SACK (Ack=39, Arwnd=106496) "
"1094","39.685564671","Cisco_2b:6c:05","Cisco_ab:5c:2e","LOOP","60","Unknown function (256)"
"1095","39.685564864","Cisco_2b:6c:05","Cisco_ab:5c:2e","LOOP","60","Unknown function (256)"
"1096","39.829903986","34.107.243.93","172.16.0.59","TCP","66","443  >  44776 [FIN, ACK] Seq=1 Ack=1 Win=272 Len=0 TSval=1723107957 TSecr=3618015669"
"1097","39.830261952","172.16.0.59","34.107.243.93","TLSv1.2","90","Application Data"
"1098","39.830262147","172.16.0.59","34.107.243.93","TCP","66","44776  >  443 [FIN, ACK] Seq=25 Ack=2 Win=501 Len=0 TSval=3618315102 TSecr=1723107957"
"1099","39.836730527","34.107.243.93","172.16.0.59","TCP","60","443  >  44776 [RST] Seq=2 Win=0 Len=0"
"1100","40.074819599","172.16.0.58","172.16.0.59","SCTP","74","DATA (TSN=40) "
"1101","40.074819867","172.16.0.58","172.16.0.59","SCTP","74","DATA (TSN=40) (retransmission) "
"1102","40.075178662","172.16.0.59","172.16.0.58","SCTP","110","SACK (Ack=40, Arwnd=106496) DATA (TSN=40) "
"1103","40.075178769","172.16.0.59","172.16.0.58","SCTP","110","SACK (Ack=40, Arwnd=106496) DATA (TSN=40) (retransmission) "
"1104","40.276599578","172.16.0.58","172.16.0.59","SCTP","62","SACK (Ack=40, Arwnd=106496) "
"1105","40.276599755","172.16.0.58","172.16.0.59","SCTP","62","SACK (Ack=40, Arwnd=106496) "
"1106","40.324624346","172.16.0.59","172.16.0.58","SCTP","70","DATA (TSN=40) "
"1107","40.324624549","172.16.0.59","172.16.0.58","SCTP","70","DATA (TSN=40) (retransmission) "
"1108","40.324997841","172.16.0.58","172.16.0.59","SCTP","110","SACK (Ack=40, Arwnd=106496) DATA (TSN=40) "
"1109","40.324998014","172.16.0.58","172.16.0.59","SCTP","110","SACK (Ack=40, Arwnd=106496) DATA (TSN=40) (retransmission) "
"1110","40.379418610","Cisco_2b:6f:e6","Cisco_ab:5c:2e","LOOP","64","Unknown function (256)"
"1111","40.379418815","Cisco_2b:6f:e6","Cisco_ab:5c:2e","LOOP","64","Unknown function (256)"
"1112","40.390437397","Cisco_2b:70:16","Cisco_ab:5c:2e","LOOP","60","Unknown function (256)"
"1113","40.390437593","Cisco_2b:70:16","Cisco_ab:5c:2e","LOOP","60","Unknown function (256)"
"1114","40.527407561","172.16.0.59","172.16.0.58","SCTP","62","SACK (Ack=40, Arwnd=106496) "
"1115","40.527407833","172.16.0.59","172.16.0.58","SCTP","62","SACK (Ack=40, Arwnd=106496) "
"1116","40.685436435","Cisco_2b:6c:05","Cisco_ab:5c:2e","LOOP","60","Unknown function (256)"
"1117","40.685436758","Cisco_2b:6c:05","Cisco_ab:5c:2e","LOOP","60","Unknown function (256)"
"1118","40.724078819","JuniperN_c6:6b:c1","Broadcast","ARP","64","ARP Announcement for 172.16.10.209"
"1119","40.724078993","JuniperN_c6:6b:c1","Broadcast","ARP","64","ARP Announcement for 172.16.10.209"
"1120","40.802910732","Netgear_75:fa:7a","Broadcast","LOOP","60","No valid function found"
"1121","40.802910909","Netgear_75:fa:7a","Broadcast","LOOP","60","No valid function found"
"1122","40.930662898","Netgear_75:f9:f3","Broadcast","LOOP","60","No valid function found"
"1123","40.930663071","Netgear_75:f9:f3","Broadcast","LOOP","60","No valid function found"
"1124","41.076747546","172.16.0.58","172.16.0.59","SCTP","74","DATA (TSN=41) "
"1125","41.076747831","172.16.0.58","172.16.0.59","SCTP","74","DATA (TSN=41) (retransmission) "
"1126","41.077153948","172.16.0.59","172.16.0.58","SCTP","110","SACK (Ack=41, Arwnd=106496) DATA (TSN=41) "
"1127","41.077154122","172.16.0.59","172.16.0.58","SCTP","110","SACK (Ack=41, Arwnd=106496) DATA (TSN=41) (retransmission) "
"1128","41.265085251","Netgear_16:1a:25","Spanning-tree-(for-bridges)_00","STP","60","RST. Root = 32768/0/00:09:7c:2d:d6:40  Cost = 225008  Port = 0x8001"
"1129","41.265436383","Netgear_16:1a:25","Spanning-tree-(for-bridges)_00","STP","60","RST. Root = 32768/0/00:09:7c:2d:d6:40  Cost = 225008  Port = 0x8002"
"1130","41.280559365","172.16.0.58","172.16.0.59","SCTP","62","SACK (Ack=41, Arwnd=106496) "
"1131","41.280559546","172.16.0.58","172.16.0.59","SCTP","62","SACK (Ack=41, Arwnd=106496) "
"1132","41.326413679","172.16.0.59","172.16.0.58","SCTP","70","DATA (TSN=41) "
"1133","41.326413946","172.16.0.59","172.16.0.58","SCTP","70","DATA (TSN=41) (retransmission) "
"1134","41.326786839","172.16.0.58","172.16.0.59","SCTP","110","SACK (Ack=41, Arwnd=106496) DATA (TSN=41) "
"1135","41.326787003","172.16.0.58","172.16.0.59","SCTP","110","SACK (Ack=41, Arwnd=106496) DATA (TSN=41) (retransmission) "
"1136","41.379196269","Cisco_2b:6f:e6","Cisco_ab:5c:2e","LOOP","64","Unknown function (256)"
"1137","41.379196541","Cisco_2b:6f:e6","Cisco_ab:5c:2e","LOOP","64","Unknown function (256)"
"1138","41.390204762","Cisco_2b:70:16","Cisco_ab:5c:2e","LOOP","60","Unknown function (256)"
"1139","41.390205031","Cisco_2b:70:16","Cisco_ab:5c:2e","LOOP","60","Unknown function (256)"
"1140","41.527319358","172.16.0.59","172.16.0.58","SCTP","62","SACK (Ack=41, Arwnd=106496) "
"1141","41.527319791","172.16.0.59","172.16.0.58","SCTP","62","SACK (Ack=41, Arwnd=106496) "
"1142","41.685250102","Cisco_2b:6c:05","Cisco_ab:5c:2e","LOOP","60","Unknown function (256)"
"1143","41.685250638","Cisco_2b:6c:05","Cisco_ab:5c:2e","LOOP","60","Unknown function (256)"
"1144","41.724965794","JuniperN_c6:6b:c1","Broadcast","ARP","64","ARP Announcement for 172.16.10.209"
"1145","41.724965817","JuniperN_c6:6b:c1","Broadcast","ARP","64","ARP Announcement for 172.16.10.209"
"1146","41.924913792","VMware_45:3c:fc","Broadcast","ARP","60","Who has 172.16.0.50? Tell 172.16.0.100"
"1147","41.924914059","VMware_45:3c:fc","Broadcast","ARP","60","Who has 172.16.0.50? Tell 172.16.0.100"
"1148","42.078553524","172.16.0.58","172.16.0.59","SCTP","78","DATA (TSN=42) "
"1149","42.078553779","172.16.0.58","172.16.0.59","SCTP","78","DATA (TSN=42) (retransmission) "
"1150","42.078995962","172.16.0.59","172.16.0.58","SCTP","110","SACK (Ack=42, Arwnd=106496) DATA (TSN=42) "
"1151","42.078996182","172.16.0.59","172.16.0.58","SCTP","110","SACK (Ack=42, Arwnd=106496) DATA (TSN=42) (retransmission) "
"1152","42.280574662","172.16.0.58","172.16.0.59","SCTP","62","SACK (Ack=42, Arwnd=106496) "
"1153","42.280574929","172.16.0.58","172.16.0.59","SCTP","62","SACK (Ack=42, Arwnd=106496) "
"1154","42.328392953","172.16.0.59","172.16.0.58","SCTP","74","DATA (TSN=42) "
"1155","42.328393148","172.16.0.59","172.16.0.58","SCTP","74","DATA (TSN=42) (retransmission) "
"1156","42.328822847","172.16.0.58","172.16.0.59","SCTP","110","SACK (Ack=42, Arwnd=106496) DATA (TSN=42) "
"1157","42.328823026","172.16.0.58","172.16.0.59","SCTP","110","SACK (Ack=42, Arwnd=106496) DATA (TSN=42) (retransmission) "
"1158","42.379001907","Cisco_2b:6f:e6","Cisco_ab:5c:2e","LOOP","64","Unknown function (256)"
"1159","42.379002169","Cisco_2b:6f:e6","Cisco_ab:5c:2e","LOOP","64","Unknown function (256)"
"1160","42.390039312","Cisco_2b:70:16","Cisco_ab:5c:2e","LOOP","60","Unknown function (256)"
"1161","42.390039623","Cisco_2b:70:16","Cisco_ab:5c:2e","LOOP","60","Unknown function (256)"
"1162","42.491014501","Dell_0d:fe:e8","Broadcast","ARP","60","Who has 172.16.0.142? Tell 172.16.0.74"
"1163","42.491014645","Dell_0d:fe:e8","Broadcast","ARP","60","Who has 172.16.0.142? Tell 172.16.0.74"
"1164","42.531311699","172.16.0.59","172.16.0.58","SCTP","62","SACK (Ack=42, Arwnd=106496) "
"1165","42.531312010","172.16.0.59","172.16.0.58","SCTP","62","SACK (Ack=42, Arwnd=106496) "
"1166","42.685130735","Cisco_2b:6c:05","Cisco_ab:5c:2e","LOOP","60","Unknown function (256)"
"1167","42.685131065","Cisco_2b:6c:05","Cisco_ab:5c:2e","LOOP","60","Unknown function (256)"
"1168","42.726027731","JuniperN_c6:6b:c1","Broadcast","ARP","64","ARP Announcement for 172.16.10.209"
"1169","42.726028114","JuniperN_c6:6b:c1","Broadcast","ARP","64","ARP Announcement for 172.16.10.209"
"1170","42.814390591","Netgear_75:fa:7a","Broadcast","LOOP","60","No valid function found"
"1171","42.814390855","Netgear_75:fa:7a","Broadcast","LOOP","60","No valid function found"
"1172","42.942134556","Netgear_75:f9:f3","Broadcast","LOOP","60","No valid function found"
"1173","42.942134685","Netgear_75:f9:f3","Broadcast","LOOP","60","No valid function found"
"1174","43.063483763","Dell_0a:24:3a","Broadcast","ARP","60","Who has 172.16.0.142? Tell 172.16.0.148"
"1175","43.063483938","Dell_0a:24:3a","Broadcast","ARP","60","Who has 172.16.0.142? Tell 172.16.0.148"
"1176","43.080557190","172.16.0.58","172.16.0.59","SCTP","70","DATA (TSN=43) "
"1177","43.080557455","172.16.0.58","172.16.0.59","SCTP","70","DATA (TSN=43) (retransmission) "
"1178","43.080905117","172.16.0.59","172.16.0.58","SCTP","110","SACK (Ack=43, Arwnd=106496) DATA (TSN=43) "
"1179","43.080905275","172.16.0.59","172.16.0.58","SCTP","110","SACK (Ack=43, Arwnd=106496) DATA (TSN=43) (retransmission) "
"1180","43.094496792","Dell_0d:f8:82","Broadcast","ARP","60","Who has 172.16.0.142? Tell 172.16.0.71"
"1181","43.094496925","Dell_0d:f8:82","Broadcast","ARP","60","Who has 172.16.0.142? Tell 172.16.0.71"
"1182","43.265006780","Netgear_16:1a:25","Spanning-tree-(for-bridges)_00","STP","60","RST. Root = 32768/0/00:09:7c:2d:d6:40  Cost = 225008  Port = 0x8001"
"1183","43.265422238","Netgear_16:1a:25","Spanning-tree-(for-bridges)_00","STP","60","RST. Root = 32768/0/00:09:7c:2d:d6:40  Cost = 225008  Port = 0x8002"
"1184","43.284535557","172.16.0.58","172.16.0.59","SCTP","62","SACK (Ack=43, Arwnd=106496) "
"1185","43.284535687","172.16.0.58","172.16.0.59","SCTP","62","SACK (Ack=43, Arwnd=106496) "
"1186","43.330269511","172.16.0.59","172.16.0.58","SCTP","70","DATA (TSN=43) "
"1187","43.330269736","172.16.0.59","172.16.0.58","SCTP","70","DATA (TSN=43) (retransmission) "
"1188","43.330676898","172.16.0.58","172.16.0.59","SCTP","110","SACK (Ack=43, Arwnd=106496) DATA (TSN=43) "
"1189","43.330677001","172.16.0.58","172.16.0.59","SCTP","110","SACK (Ack=43, Arwnd=106496) DATA (TSN=43) (retransmission) "
"1190","43.378772227","Cisco_2b:6f:e6","Cisco_ab:5c:2e","LOOP","64","Unknown function (256)"
"1191","43.378772584","Cisco_2b:6f:e6","Cisco_ab:5c:2e","LOOP","64","Unknown function (256)"
"1192","43.391395619","Cisco_2b:70:16","Cisco_ab:5c:2e","LOOP","60","Unknown function (256)"
"1193","43.391395915","Cisco_2b:70:16","Cisco_ab:5c:2e","LOOP","60","Unknown function (256)"
"1194","43.442320598","Dell_0d:fe:e8","Broadcast","ARP","60","Who has 172.16.0.142? Tell 172.16.0.74"
"1195","43.442321018","Dell_0d:fe:e8","Broadcast","ARP","60","Who has 172.16.0.142? Tell 172.16.0.74"
"1196","43.531314665","172.16.0.59","172.16.0.58","SCTP","62","SACK (Ack=43, Arwnd=106496) "
"1197","43.531314943","172.16.0.59","172.16.0.58","SCTP","62","SACK (Ack=43, Arwnd=106496) "
"1198","43.610432096","VMware_45:3c:fc","Broadcast","ARP","60","Who has 172.16.0.97? Tell 172.16.0.100"
"1199","43.610432428","VMware_45:3c:fc","Broadcast","ARP","60","Who has 172.16.0.97? Tell 172.16.0.100"
"1200","43.656777123","Dell_0d:f8:82","Broadcast","ARP","60","Who has 172.16.0.142? Tell 172.16.0.71"
"1201","43.656777388","Dell_0d:f8:82","Broadcast","ARP","60","Who has 172.16.0.142? Tell 172.16.0.71"
"1202","43.672557129","Dell_0a:24:3a","Broadcast","ARP","60","Who has 172.16.0.142? Tell 172.16.0.148"
"1203","43.672557340","Dell_0a:24:3a","Broadcast","ARP","60","Who has 172.16.0.142? Tell 172.16.0.148"
"1204","43.685035015","Cisco_2b:6c:05","Cisco_ab:5c:2e","LOOP","60","Unknown function (256)"
"1205","43.685035164","Cisco_2b:6c:05","Cisco_ab:5c:2e","LOOP","60","Unknown function (256)"
"1206","44.082463813","172.16.0.58","172.16.0.59","SCTP","78","DATA (TSN=44) "
"1207","44.082464094","172.16.0.58","172.16.0.59","SCTP","78","DATA (TSN=44) (retransmission) "
"1208","44.082814903","172.16.0.59","172.16.0.58","SCTP","110","SACK (Ack=44, Arwnd=106496) DATA (TSN=44) "
"1209","44.082815014","172.16.0.59","172.16.0.58","SCTP","110","SACK (Ack=44, Arwnd=106496) DATA (TSN=44) (retransmission) "
"1210","44.211963193","Dell_0d:f8:2c","Broadcast","ARP","60","Who has 172.16.0.142? Tell 172.16.0.73"
"1211","44.211963413","Dell_0d:f8:2c","Broadcast","ARP","60","Who has 172.16.0.142? Tell 172.16.0.73"
"1212","44.284532521","172.16.0.58","172.16.0.59","SCTP","62","SACK (Ack=44, Arwnd=106496) "
"1213","44.284532914","172.16.0.58","172.16.0.59","SCTP","62","SACK (Ack=44, Arwnd=106496) "
"1214","44.293230156","Dell_50:03:f5","Broadcast","ARP","60","Who has 172.16.0.62? Tell 172.16.0.113"
"1215","44.293230332","Dell_50:03:f5","Broadcast","ARP","60","Who has 172.16.0.62? Tell 172.16.0.113"
"1216","44.332201725","172.16.0.59","172.16.0.58","SCTP","78","DATA (TSN=44) "
"1217","44.332201917","172.16.0.59","172.16.0.58","SCTP","78","DATA (TSN=44) (retransmission) "
"1218","44.332631189","172.16.0.58","172.16.0.59","SCTP","110","SACK (Ack=44, Arwnd=106496) DATA (TSN=44) "
"1219","44.332631341","172.16.0.58","172.16.0.59","SCTP","110","SACK (Ack=44, Arwnd=106496) DATA (TSN=44) (retransmission) "
"1220","44.378628988","Cisco_2b:6f:e6","Cisco_ab:5c:2e","LOOP","64","Unknown function (256)"
"1221","44.378629266","Cisco_2b:6f:e6","Cisco_ab:5c:2e","LOOP","64","Unknown function (256)"
"1222","44.391234164","Cisco_2b:70:16","Cisco_ab:5c:2e","LOOP","60","Unknown function (256)"
"1223","44.391234334","Cisco_2b:70:16","Cisco_ab:5c:2e","LOOP","60","Unknown function (256)"
"1224","44.442154695","Dell_0d:fe:e8","Broadcast","ARP","60","Who has 172.16.0.142? Tell 172.16.0.74"
"1225","44.442154890","Dell_0d:fe:e8","Broadcast","ARP","60","Who has 172.16.0.142? Tell 172.16.0.74"
"1226","44.522726286","JuniperN_c6:6b:c1","Broadcast","ARP","64","ARP Announcement for 172.16.10.209"
"1227","44.522726582","JuniperN_c6:6b:c1","Broadcast","ARP","64","ARP Announcement for 172.16.10.209"
"1228","44.535379783","172.16.0.59","172.16.0.58","SCTP","62","SACK (Ack=44, Arwnd=106496) "
"1229","44.535379960","172.16.0.59","172.16.0.58","SCTP","62","SACK (Ack=44, Arwnd=106496) "
"1230","44.656513222","Dell_0d:f8:82","Broadcast","ARP","60","Who has 172.16.0.142? Tell 172.16.0.71"
"1231","44.656513701","Dell_0d:f8:82","Broadcast","ARP","60","Who has 172.16.0.142? Tell 172.16.0.71"
"1232","44.672314092","Dell_0a:24:3a","Broadcast","ARP","60","Who has 172.16.0.142? Tell 172.16.0.148"
"1233","44.672314273","Dell_0a:24:3a","Broadcast","ARP","60","Who has 172.16.0.142? Tell 172.16.0.148"
